10.0	98.1176
10.0	98.2702
10.0	98.4640
20.0	99.3513
20.0	99.0484
20.0	99.2765
30.0	99.5487
30.0	99.7159
30.0	99.7002
40.0	100.1242
40.0	100.0451
40.0	99.7820
50.0	99.9074
50.0	99.9432
50.0	99.7786
60.0	99.8322
60.0	99.9532
60.0	100.2575
70.0	99.7088
70.0	99.9304
70.0	100.0995
80.0	98.4375
80.0	98.5583
80.0	98.5481
90.0	91.5971
90.0	91.7793
90.0	92.1024
100.0	85.3136
100.0	84.3079
100.0	85.3372
