876677    	0.3582	1.6027	0.0
3602469   	3.1880	3.0815	0.0
6497859   	6.1601	4.6497	0.0
9542764   	9.2299	6.2841	0.9
12601370  	12.3796	7.9541	41.6
15679357  	15.5388	9.6970	176.6
18726038  	18.6665	11.5117	652.1
21851717  	21.7966	13.3003	1685.4
25006626  	24.8966	14.8769	4051.8
28083361  	27.9539	16.1620	7915.4
31141411  	30.9682	18.3518	14338.5
34158761  	33.8337	19.8617	22635.9
37207047  	36.7423	21.4110	35517.4
40304274  	39.5793	22.0867	52358.2
43330558  	42.3554	24.0089	72827.6
46373977  	45.0400	25.0928	97018.8
49375380  	47.6538	26.3853	126258.4
52348496  	50.1793	28.0069	158090.1
55325480  	52.6064	28.8320	192952.2
58271981  	54.9335	29.9325	230787.1
61104507  	57.1389	31.3133	268573.6
63875753  	59.2058	31.9232	303451.4
66451955  	61.0691	32.9469	324807.4
68944542  	62.8234	34.4635	343307.9
71409737  	64.4926	34.7258	388868.2
73828476  	66.0546	35.1414	415541.6
76271982  	67.5859	34.7791	443328.3
78688953  	69.0692	35.3348	490443.5
81029950  	70.4713	34.9727	532072.1
83392579  	71.8090	35.0860	551689.0
85652718  	73.0582	35.6446	587471.3
87938157  	74.2874	35.1936	632026.4
90136850  	75.4314	36.1221	646822.5
92271013  	76.5206	35.2521	671234.0
94606681  	77.6160	35.1776	736340.1
96802001  	78.6513	35.1130	799303.7
99002279  	79.6224	34.9967	791061.4
101158282 	80.5417	35.0852	822622.7
103391384 	81.4666	34.9143	896909.2
105594235 	82.3442	34.8135	936692.9
107782677 	83.1899	34.6855	982685.3
109870618 	83.9787	34.4909	1002900.9
112096381 	84.7430	34.4120	1029895.1
114281647 	85.4804	34.8195	1062391.2
116508134 	86.1936	34.3376	1111624.0
118677335 	86.8612	34.1081	1159693.4
120892511 	87.4975	35.0137	1166988.4
123112587 	88.1207	34.2768	1224551.6
125280534 	88.7082	34.2255	1264700.8
127435391 	89.2607	33.6803	1286140.5
129639953 	89.7868	33.4916	1295823.4
131847570 	90.3010	33.8474	1349724.7
134046970 	90.7874	33.8062	1397741.2
136287899 	91.2509	33.2528	1389275.4
138505744 	91.6970	33.5469	1433971.2
140649863 	92.1134	33.0626	1471602.7
142857445 	92.5144	33.4050	1481790.5
145051929 	92.8895	33.2541	1490865.6
147264621 	93.2487	32.6943	1555312.9
149461411 	93.5938	32.9880	1543678.1
151665783 	93.9200	32.4580	1558174.7
153878175 	94.2319	31.9246	1602600.8
156136632 	94.5281	32.7550	1652307.6
158323265 	94.8104	32.1674	1668494.3
160584807 	95.0827	32.0488	1641510.9
162879153 	95.3397	32.0749	1685429.8
165210977 	95.5869	32.0279	1713837.9
167465179 	95.8190	31.4715	1719857.6
169754765 	96.0384	32.2386	1764089.0
172072545 	96.2482	31.7354	1816461.2
174307529 	96.4425	31.5774	1690294.5
176537276 	96.6295	31.4889	1820196.1
178856450 	96.8063	31.5222	1846376.1
181242478 	96.9783	31.4737	1900839.2
183578715 	97.1397	31.4445	1926287.7
185911897 	97.2908	32.2720	1854983.3
188183747 	97.4309	31.7535	1894845.6
190470974 	97.5645	31.8177	1906454.1
192789718 	97.6906	30.8159	1913868.0
195093469 	97.8118	31.1949	1910767.7
197394251 	97.9265	31.1442	1950550.8
199698661 	98.0354	31.1177	1864544.3
202022410 	98.1389	31.0679	1939489.8
204385361 	98.2369	31.1680	1983294.5
206722886 	98.3298	31.5715	1948986.6
209077550 	98.4174	31.0485	1990358.2
211343213 	98.4989	31.5228	2003400.2
213645511 	98.5762	30.9917	2026653.0
215944336 	98.6503	31.4816	2003807.6
218274646 	98.7205	31.0194	2021740.4
220620800 	98.7870	30.9527	2018396.7
222958806 	98.8494	31.4061	2064648.1
225283736 	98.9081	31.4098	2055738.5
227570825 	98.9628	30.1794	2006673.6
229896836 	99.0157	31.3766	2066353.6
232221171 	99.0656	31.4307	2028404.0
234577683 	99.1132	30.9611	2090749.7
236933874 	99.1583	31.1528	2034020.9
239294069 	99.2004	31.4947	2018587.1
