134114    	0.1013	52.3751	139561.9
629163    	0.5159	60.5505	507627.0
2004037   	1.3315	64.2676	1440525.8
3363383   	2.1283	69.4280	1411300.2
4761636   	2.9121	71.5883	1432976.8
6177333   	3.6942	73.9310	1431220.2
7603357   	4.4673	75.8868	1424230.8
9047390   	5.2438	76.7532	1422722.2
10512591  	6.0156	78.0542	1423390.2
11998050  	6.7932	80.2410	1424194.6
13490661  	7.5645	81.3370	1418295.2
15008093  	8.3392	82.2637	1430426.2
16522345  	9.1090	83.2158	1418513.7
18052534  	9.8778	84.0807	1422480.4
19579975  	10.6493	84.7887	1416089.5
21133845  	11.4160	85.2142	1427886.1
22685834  	12.1867	85.8248	1427675.8
24244913  	12.9514	86.4354	1424325.0
25800985  	13.7140	87.0489	1419541.9
27354724  	14.4759	88.4834	1412911.2
28931005  	15.2393	87.9484	1427090.1
30504142  	16.0006	88.3088	1423135.7
32088957  	16.7647	88.7453	1423489.4
33672485  	17.5263	88.0542	1418815.0
35236966  	18.2824	91.6386	1407914.1
36828984  	19.0430	88.8546	1426374.3
38409260  	19.7990	91.2012	1409151.7
40010831  	20.5588	90.4240	1426308.9
41609164  	21.3158	90.7588	1418665.9
43218594  	22.0718	91.0198	1425532.0
44827173  	22.8276	91.2937	1423656.3
46421878  	23.5799	92.6175	1411786.8
48034027  	24.3380	92.7424	1421440.1
49637591  	25.0890	92.0364	1415916.7
51265888  	25.8476	92.1806	1432955.0
52888889  	26.6053	92.4278	1420648.2
54525236  	27.3578	92.5873	1430530.9
56153312  	28.1122	92.8024	1426855.3
57775157  	28.8612	93.0826	1418878.5
59407449  	29.6130	93.2396	1429639.1
61032814  	30.3607	93.3879	1420484.3
62662367  	31.1133	93.6742	1421643.4
64295980  	31.8625	93.7244	1422359.7
65918248  	32.6099	94.5922	1414144.2
67544099  	33.3612	95.1438	1415840.7
69184620  	34.1100	93.2546	1421899.6
70817211  	34.8556	94.5123	1416245.3
72438871  	35.6012	94.6503	1407981.8
74086158  	36.3469	93.7812	1428103.3
75725484  	37.0924	94.8701	1422575.4
77372831  	37.8363	94.9602	1429069.6
79021511  	38.5830	94.0446	1428648.0
80662410  	39.3255	95.1583	1422962.4
82305881  	40.0672	95.3314	1421906.6
83932945  	40.8080	95.4595	1414416.5
85572210  	41.5460	95.6534	1422382.9
87218506  	42.2858	95.6894	1428442.6
88847271  	43.0224	95.9040	1413278.3
90484896  	43.7577	96.0796	1419123.9
92121423  	44.4938	96.0269	1423218.2
93756092  	45.2258	95.1734	1420711.3
95396327  	45.9581	96.2846	1426105.2
97025229  	46.6902	96.4458	1419030.3
98663961  	47.4210	96.5225	1419850.5
100300171 	48.1522	96.6312	1424173.3
101940905 	48.8818	96.6507	1424816.0
103584256 	49.6086	96.7034	1431132.9
105196882 	50.3344	96.8905	1409220.4
106837893 	51.0611	96.9551	1428321.0
108469334 	51.7845	97.0809	1425777.2
110099605 	52.5064	97.0673	1425428.3
111722077 	53.2294	97.1427	1417706.9
113351880 	53.9487	97.1671	1424413.9
114981595 	54.6692	97.2896	1426176.5
116601488 	55.3868	97.4813	1422010.5
118208785 	56.1029	98.5763	1408207.2
119828265 	56.8186	97.4722	1425574.8
121444485 	57.5284	98.6465	1420836.6
123059339 	58.2400	97.7580	1427004.5
124671290 	58.9475	97.7034	1427254.4
126293546 	59.6582	97.7212	1434249.0
127897893 	60.3659	97.8179	1419906.6
129509100 	61.0702	97.9231	1427074.6
131118407 	61.7746	97.9161	1427885.4
132714528 	62.4763	96.8976	1421875.9
134322712 	63.1790	98.0644	1431196.3
135918672 	63.8797	99.2203	1419215.2
137524750 	64.5781	98.1439	1430600.6
139124396 	65.2786	97.2491	1429047.7
140731985 	65.9735	98.2891	1431899.4
142326873 	66.6665	98.2812	1426501.0
143908821 	67.3588	98.4402	1419863.4
145507137 	68.0511	98.4367	1435327.5
147096160 	68.7398	98.3936	1428172.2
148682538 	69.4285	98.4595	1423481.9
150271148 	70.1131	98.4729	1434383.6
151856257 	70.7971	98.5496	1435095.6
153438416 	71.4810	98.5806	1431702.9
155015904 	72.1586	99.7831	1429807.5
156572968 	72.8376	98.6194	1416295.3
158148694 	73.5103	98.6803	1435071.8
159715627 	74.1856	99.8677	1430955.0
161286591 	74.8558	98.6440	1433585.0
162854957 	75.5205	98.7298	1431684.5
