1.00	0.3036	48.4937	173043.6
3.40	2.5537	57.0257	1918355.0
4.38	4.8408	58.1614	4719926.9
5.40	7.1860	59.4983	4760156.0
6.44	9.5706	59.6460	4674260.3
7.51	12.0164	62.1708	4746086.6
8.59	14.4899	62.3413	4753652.9
9.68	16.9883	64.4877	4655125.5
10.78	19.5144	63.5983	4786101.1
11.89	22.0418	64.0339	4682527.1
13.01	24.6014	65.4368	4682491.9
14.14	27.1835	65.0392	4662717.2
15.27	29.7717	66.2605	4734605.2
16.40	32.3772	66.6767	4725577.2
17.54	34.9085	65.3647	4571512.3
18.69	37.5011	66.6078	4789802.1
19.83	40.1055	66.8893	4654911.7
20.97	42.6886	68.0667	4682220.2
22.12	45.3081	66.6139	4674901.4
23.26	47.8927	65.2178	4726916.5
24.40	50.4583	67.1275	4770912.1
25.54	52.9728	67.2060	4633202.2
26.68	55.4483	67.4309	4530579.7
27.81	57.7868	69.4277	4447434.4
28.95	60.0165	68.6364	4204888.9
30.07	62.0849	69.4987	3790042.4
31.19	64.0507	70.6989	3805785.8
32.31	65.9518	67.9731	3609265.0
33.42	67.7074	68.9364	3464216.0
34.53	69.4319	69.0278	3411600.7
35.64	70.9915	69.9769	3108455.0
36.73	72.4778	69.1617	2999683.2
37.83	73.8825	68.3017	2811125.4
38.92	75.1918	69.3017	2684727.9
40.01	76.4167	69.3034	2530897.2
41.10	77.5539	69.2937	2372326.0
42.18	78.6172	69.2874	2205409.0
43.26	79.5846	69.4063	2103811.9
44.33	80.5098	70.3023	1908804.9
45.41	81.3734	69.4432	1861696.9
46.48	82.1797	69.3732	1744757.3
47.55	82.9366	69.5076	1659478.1
48.61	83.7073	68.9456	1753717.5
49.67	84.5240	67.5718	2093269.6
50.73	85.2899	67.2036	2067388.3
51.78	85.9849	67.6168	1972407.2
52.83	86.6777	66.1821	1920018.6
53.88	87.3243	66.0189	1921938.7
54.93	87.9423	65.7058	1799537.5
55.97	88.5057	65.4145	1742820.5
57.02	89.0327	66.0863	1683684.3
58.06	89.5411	65.1933	1640058.5
59.10	90.0377	64.9479	1635877.1
60.13	90.5041	65.0495	1591163.1
61.16	90.9130	64.8227	1460463.0
62.19	91.3253	64.9844	1490333.5
63.22	91.7100	64.8361	1428120.2
64.25	92.0729	64.7483	1389310.1
65.27	92.4117	64.2562	1335599.6
66.29	92.7233	64.6498	1258568.8
67.30	93.0076	64.6911	1203805.1
68.32	93.2861	64.5655	1163264.3
69.33	93.5430	64.3935	1125164.0
70.35	93.7938	64.3068	1105990.7
71.36	94.0303	64.3904	1075456.0
72.37	94.2437	64.2114	1015328.2
73.38	94.4552	64.7919	998601.2
74.39	94.6549	64.7354	982374.3
75.40	94.8411	64.0913	935556.4
76.40	95.0196	63.1423	880829.9
