32337     	0.0385	42.6242	30950.0
242975    	0.2004	54.0863	204297.2
3639166   	2.8302	62.6343	3349529.4
8757652   	6.0341	68.6684	4999575.3
14262784  	9.2780	75.6519	5049894.3
19957618  	12.4670	77.8747	5090122.9
25694145  	15.5936	79.2398	5040703.2
31533475  	18.7477	81.0243	5084810.5
37350808  	21.8752	82.6151	5009289.5
43361283  	24.9967	84.0129	5125084.8
49396411  	28.1174	84.1801	5127277.0
55272390  	31.1257	87.1886	4952722.2
61191382  	34.1474	88.1667	4985921.9
73033980  	40.1755	89.5584	4972739.1
78981182  	43.1095	89.0066	4998480.7
84807599  	46.0131	89.6869	4897371.1
90633719  	48.8424	90.1748	4897068.4
96366579  	51.6298	91.7002	4865472.1
101794631 	54.2364	92.3490	4573864.6
107032594 	56.7525	92.6742	4455691.1
116763764 	61.3710	92.0754	4026209.9
125623508 	65.5097	92.6610	3677911.9
133517197 	69.1260	92.4988	3342400.3
146526342 	75.0324	92.1333	2625928.0
154078958 	78.4402	91.2045	2072553.2
161580531 	81.7307	90.6716	2832406.6
169664092 	84.4455	90.1832	3741721.6
177879785 	86.9555	88.9073	3812597.8
190250796 	90.1958	87.7664	3778488.1
202584511 	92.8646	86.8923	3929627.2
218989630 	95.5459	86.3664	3859384.0
247850048 	98.3051	85.4104	4100982.9
